,faculty_school,department,module_code,module_title,module_class,UG,GD,DK,NG,CPE
2217,NUS,NUS Centre for the Arts,DMY1401FA,Design Your Own Module,L - L1 - 11493,10,,,,
2218,NUS,"NUS EntrepreneurshipCentre",TR5049,Lean Startup Practicum,L - L26 - 8691,,100,,,
2219,NUS,"NUS EntrepreneurshipCentre",TR5302,"Experiential EntrepreneurshipInternship",L - L26 - 8692,,55,,,
2220,NUS,NUS InformationTechnology,DMY1401TT,Design Your Own Module,L - L1 - 13459,10,,,,
2221,NUS,"Office of Sr Dy Pres &Provost",DMX1101AI,Design Your Own Module,L - L1 - 12067,10,,,,
2222,NUS,"Office of Sr Dy Pres &Provost",DMX1101CT,Design Your Own Module,L - L1 - 12068,10,,,,
2223,NUS,"Office of Sr Dy Pres &Provost",DMX1201AI,Design Your Own Module,L - L1 - 12069,10,,,,
2224,NUS,"Office of Sr Dy Pres &Provost",DMX1201CT,Design Your Own Module,L - L1 - 12070,10,,,,
2225,NUS,"Office of Sr Dy Pres &Provost",DMX1301AI,Design Your Own Module,L - L1 - 12071,10,,,,
2226,NUS,"Office of Sr Dy Pres &Provost",DMX1301CT,Design Your Own Module,L - L1 - 12072,10,,,,
2227,NUS,"Office of Sr Dy Pres &Provost",DMX1401AI,Design Your Own Module,L - L1 - 12073,10,,,,
2228,NUS,"Office of Sr Dy Pres &Provost",DMX1401CT,Design Your Own Module,L - L1 - 12132,10,,,,
2229,NUS,"Office of Sr Dy Pres &Provost",DMX1501,DYOM via edX MOOC,L - L1 - 11512,30,,,,
2230,NUS,"Office of Sr Dy Pres &Provost",DMX1501AI,DYOM via edX MOOC,L - L1 - 12033,30,,,,
2231,NUS,"Office of Sr Dy Pres &Provost",DMX1601,DYOM via edX MOOC,L - L1 - 11513,30,,,,
2232,NUS,"Office of Sr Dy Pres &Provost",DMX1701,DYOM via edX MOOC,L - L1 - 13175,30,,,,
2233,NUS,"Office of Sr Dy Pres &Provost",DMX1801,DYOM via edX MOOC,L - L1 - 11514,30,,,,
2234,NUS,Office of Student Affairs,DMY1401ELC,Design Your Own Module,L - L1 - 11492,10,,,,
2235,NUS,Office of Student Affairs,DMY1401PSP,Design Your Own Module,L - L1 - 11495,10,,,,
2236,NUS,Office of Student Affairs,DMY1401SOG,Design Your Own Module,L - L1 - 11497,10,,,,
2237,NUS,"Prince George's ParkHouse",DMY1401PGP,Design Your Own Module,L - L1 - 11494,10,,,,
2238,NUS,Raffles Hall,DMY1201RF,Design Your Own Module,L - L1 - 11491,10,,,,
2239,NUS,Raffles Hall,DMY1401RF,Design Your Own Module,L - L1 - 11496,10,,,,
2240,NUS,Temasek Hall,DMY1401TH,Design Your Own Module,L - L1 - 13453,20,,,,
2241,NUS,Temasek Hall,DMY1401TH,Design Your Own Module,L - L2 - 13454,20,,,,
2242,NUS,Temasek Hall,DMY1401TH,Design Your Own Module,L - L3 - 13455,20,,,,
2243,NUS Business School,Accounting,ACC1002X,Financial Accounting,L - LX1 - 1162,10,,,,
2244,NUS Business School,Accounting,ACC1002X,Financial Accounting,L - LX2 - 1165,10,,,,
2245,NUS Business School,Accounting,ACC1701,Accounting for Decision Makers,L - LV1 - 1253,67,,,,
2246,NUS Business School,Accounting,ACC1701,Accounting for Decision Makers,L - LV2 - 1260,64,,,,
2247,NUS Business School,Accounting,ACC1701X,Accounting for Decision Makers,L - LX1 - 1418,246,,,8,14
2248,NUS Business School,Accounting,ACC1701X,Accounting for Decision Makers,L - LX2 - 1424,208,,,19,
2249,NUS Business School,Accounting,ACC2002,Managerial Accounting,S - SA1 - 1569,,,,,
2250,NUS Business School,Accounting,ACC2002,Managerial Accounting,S - SA2 - 1572,5,,,,
2251,NUS Business School,Accounting,ACC2002,Managerial Accounting,S - SA3 - 1577,5,,,,
2252,NUS Business School,Accounting,ACC2706,Managerial Accounting,S - SA1 - 1579,13,,,0,6
2253,NUS Business School,Accounting,ACC2706,Managerial Accounting,S - SA2 - 1583,12,,,,
2254,NUS Business School,Accounting,ACC2706,Managerial Accounting,S - SA3 - 1588,6,,,,
2255,NUS Business School,Accounting,ACC2707,Corporate Accounting & Reporting I,S - SA1 - 1593,2,,,,1
2256,NUS Business School,Accounting,ACC2707,Corporate Accounting & Reporting I,S - SA2 - 12390,6,,,,
2257,NUS Business School,Accounting,ACC2708,Corporate Accounting & Reporting II,S - SA1 - 1601,12,,,,3
2258,NUS Business School,Accounting,ACC2708,Corporate Accounting & Reporting II,S - SA2 - 1607,9,,,,
2259,NUS Business School,Accounting,ACC2708,Corporate Accounting & Reporting II,S - SA3 - 1610,13,,,,
2260,NUS Business School,Accounting,ACC2709,Accounting Information Systems,S - SA1 - 1614,24,,,,2
2261,NUS Business School,Accounting,ACC2709,Accounting Information Systems,S - SA2 - 1619,26,,,,
2262,NUS Business School,Accounting,ACC2709,Accounting Information Systems,S - SA3 - 1622,22,,,,
2263,NUS Business School,Accounting,ACC3614,Valuation,S - SA1 - 1709,1,,,,
2264,NUS Business School,Accounting,ACC3614,Valuation,S - SA2 - 1714,1,,,,
2265,NUS Business School,Accounting,ACC3614,Valuation,S - SA3 - 1721,1,,,,
2266,NUS Business School,Accounting,ACC3616,"Corporate Governance and RiskManagement",S - SA1 - 1722,1,,,,
2267,NUS Business School,Accounting,ACC3616,"Corporate Governance and RiskManagement",S - SA2 - 1728,1,,,,
2268,NUS Business School,Accounting,ACC3616,"Corporate Governance and RiskManagement",S - SA3 - 1734,1,,,,
2269,NUS Business School,Accounting,ACC3619,"Integrated Perspective in Accountingand Business",S - SA1 - 1745,2,,,,
2270,NUS Business School,Accounting,ACC3619,"Integrated Perspective in Accountingand Business",S - SA2 - 1749,2,,,,
2271,NUS Business School,Accounting,ACC3619,"Integrated Perspective in Accountingand Business",S - SA3 - 1754,2,,,,
2272,NUS Business School,Accounting,ACC3701,Assurance and Attestation,S - SA1 - 1765,19,,,,2
2273,NUS Business School,Accounting,ACC3701,Assurance and Attestation,S - SA2 - 1768,15,,,,
2274,NUS Business School,Accounting,ACC3701,Assurance and Attestation,S - SA3 - 1775,23,,,,
2275,NUS Business School,Accounting,ACC3702,Corporate and Securities Law,S - SA1 - 1786,30,,,,2
2276,NUS Business School,Accounting,ACC3702,Corporate and Securities Law,S - SA2 - 1788,27,,,,
2277,NUS Business School,Accounting,ACC3702,Corporate and Securities Law,S - SA3 - 1794,30,,,,
2278,NUS Business School,Accounting,ACC3703,Taxation,S - SA1 - 1805,18,,,,2
2279,NUS Business School,Accounting,ACC3703,Taxation,S - SA2 - 1809,15,,,,
2280,NUS Business School,Accounting,ACC3703,Taxation,S - SA3 - 1814,31,,,,
2281,NUS Business School,Accounting,ACC3704,"Advanced Corporate Accounting andReporting",S - SA1 - 1823,14,,,,
2282,NUS Business School,Accounting,ACC3704,"Advanced Corporate Accounting andReporting",S - SA2 - 1826,15,,,,
2283,NUS Business School,Accounting,ACC3704,"Advanced Corporate Accounting andReporting",S - SA3 - 1829,19,,,,
2284,NUS Business School,Accounting,ACC3705,Valuation,S - SA1 - 1832,29,,,,1
2285,NUS Business School,Accounting,ACC3705,Valuation,S - SA2 - 1837,30,,,,
2286,NUS Business School,Accounting,ACC3705,Valuation,S - SA3 - 1841,32,,,,
2287,NUS Business School,Accounting,ACC3706,"Corporate Governance and RiskManagement",S - SA1 - 1844,28,,,,2
2288,NUS Business School,Accounting,ACC3706,"Corporate Governance and RiskManagement",S - SA2 - 1849,28,,,,
2289,NUS Business School,Accounting,ACC3706,"Corporate Governance and RiskManagement",S - SA3 - 1853,28,,,,
2290,NUS Business School,Accounting,ACC3707,"Integrated Perspectives in Accountingand Business",S - SA1 - 1862,16,,,,
2291,NUS Business School,Accounting,ACC3707,"Integrated Perspectives in Accountingand Business",S - SA2 - 1871,17,,,,
2292,NUS Business School,Accounting,ACC3707,"Integrated Perspectives in Accountingand Business",S - SA3 - 1874,18,,,,
2293,NUS Business School,Accounting,ACC4611,Advanced Taxation,S - SA1 - 1882,5,,,,
2294,NUS Business School,Accounting,ACC4611,Advanced Taxation,S - SA2 - 1885,5,,,,
2295,NUS Business School,Accounting,ACC4612A,SIA: Internal Auditing,S - SA1 - 1887,10,,,,
2296,NUS Business School,Accounting,ACC4612K,"Sem. in Acctg: Accounting & BusinessAnalysis for Banks",S - SA1 - 1890,10,,,,
2297,NUS Business School,Accounting,ACC4614,Financial Institution Audit & Compliance,S - SA1 - 1892,10,,,,
2298,NUS Business School,Accounting,ACC4615,Advanced Assurance and Attestation,S - SA1 - 1896,10,,,,
2299,NUS Business School,Accounting,ACC4711,Advanced Taxation,S - SA1 - 1907,30,,,,
2300,NUS Business School,Accounting,ACC4711,Advanced Taxation,S - SA2 - 1910,30,,,,
2301,NUS Business School,Accounting,ACC4713,Financial Institution Audit & Compliance,S - SA1 - 1914,40,,,,
2302,NUS Business School,Accounting,ACC4714,Advanced Assurance and Attestation,S - SA1 - 13484,40,,,,
2303,NUS Business School,Accounting,ACC4761A,Seminars in Accounting: Internal Audit,S - SA1 - 12391,40,,,,
2304,NUS Business School,Accounting,ACC4761H,"Sem. in Acctg: Accounting & BusinessAnalysis for Banks",S - SA1 - 1917,15,,,,
2305,NUS Business School,"Analytics andOperations",BDC6248,Seminars In Operations Management I,S - S01 - 13372,,15,,,
2306,NUS Business School,"Analytics andOperations",BDC6305,"Theory and Algorithms for DynamicProgramming",S - S01 - 10919,,15,,,
2307,NUS Business School,"Analytics andOperations",BDC6307,Introduction to Data Analytics,S - S01 - 11467,,26,,,
2308,NUS Business School,"Analytics andOperations",BT5151,"Advanced Analytics and MachineLearning",L - L1 - 1107,,50,,,
2309,NUS Business School,"Analytics andOperations",BT5151,"Advanced Analytics and MachineLearning",L - L2 - 1109,,50,,,
2310,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA1 - 4886,2,,,,
2311,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA10 - 4889,4,,,,
2312,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA2 - 4899,1,,,,
2313,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA3 - 4905,5,,,,
2314,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA4 - 4914,1,,,,
2315,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA5 - 4924,4,,,,
2316,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA6 - 4930,6,,,,
2317,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA7 - 4934,6,,,,
2318,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA8 - 4937,1,,,,
2319,NUS Business School,"Analytics andOperations",DAO1704,Decision Analytics using Spreadsheets,S - SA9 - 4945,2,,,,
2320,NUS Business School,"Analytics andOperations",DAO1704X,Decision Analytics using Spreadsheets,L - LQ1 - 4947,37,,,10,10
2321,NUS Business School,"Analytics andOperations",DAO2702,Programming for Business Analytics,L - L1 - 4950,49,,,8,4
2322,NUS Business School,"Analytics andOperations",DAO2702,Programming for Business Analytics,L - L2 - 4953,49,,,14,
2323,NUS Business School,"Analytics andOperations",DAO2703,"Operations and TechnologyManagement",L - LF1 - 4958,106,,,15,3
2324,NUS Business School,"Analytics andOperations",DAO2703,"Operations and TechnologyManagement",L - LF2 - 4961,116,,,18,
2325,NUS Business School,"Analytics andOperations",DBA3701,Introduction to Optimization,S - SA1 - 4968,45,,,,
2326,NUS Business School,"Analytics andOperations",DBA3702,Descriptive Analytics with R,S - SA1 - 4971,48,,,,0
2327,NUS Business School,"Analytics andOperations",DBA3702,Descriptive Analytics with R,S - SA2 - 4972,50,,,,
2328,NUS Business School,"Analytics andOperations",DBA3711,Stochastic Models in Management,S - SA1 - 4976,40,,,,
2329,NUS Business School,Analytics andOperations,DBA3712,Dynamic Pricing & RevenueManagement,S - SA1 - 12449,45,,,,
2330,NUS Business School,"Analytics andOperations",DBA3803,Predictive Analytics in Business,S - SA1 - 4979,37,,,,2
2331,NUS Business School,"Analytics andOperations",DBA3803,Predictive Analytics in Business,S - SA2 - 12450,40,,,,
2332,NUS Business School,"Analytics andOperations",DBA4711,Advanced Analytics with R,S - SA1 - 12283,40,,,,
2333,NUS Business School,"Analytics andOperations",DBA4811,Analytical Tools for Consulting,S - SA1 - 4981,40,,,,
2334,NUS Business School,"Analytics andOperations",DBA5102,Business Analytics Capstone Project,S - SA1 - 12451,,200,,,
2335,NUS Business School,"Analytics andOperations",DBA5105,"Fintech, Enabling Technologies andAnalytics",S - SA1 - 12452,,40,,,
2336,NUS Business School,"Analytics andOperations",DBA5107,Data Analytics in Banking,S - SA1 - 12453,,50,,,
2337,NUS Business School,"Analytics andOperations",DBA5109,Quantitative Risk Management,S - SA1 - 12454,,50,,,
2338,NUS Business School,"Analytics andOperations",DBA5110,"Technology Innovation andEntrepreneurship",L - LA1 - 13693,,60,,,
2339,NUS Business School,"Analytics andOperations",DOS3701,Supply Chain Management,S - SA1 - 5052,37,,,,3
2340,NUS Business School,"Analytics andOperations",DOS3702,Purchasing and Materials Management,S - SA1 - 5061,37,,,,3
2341,NUS Business School,"Analytics andOperations",DOS3703,Service Operations Management,S - SA1 - 5070,42,,,,3
2342,NUS Business School,"Analytics andOperations",DOS3703,Service Operations Management,S - SA2 - 5074,45,,,,
2343,NUS Business School,"Analytics andOperations",DOS3704,Operations Strategy,S - SA1 - 12799,50,,,,
2344,NUS Business School,"Analytics andOperations",DOS3714,Sustainable Operations Management,S - SA1 - 5078,45,,,,
2345,NUS Business School,"Analytics andOperations",DOS3811,Technology and Business Innovation,S - SA1 - 5082,45,,,,
2346,NUS Business School,"Analytics andOperations",DOS4714,Service Design,S - SA1 - 13396,40,,,,
2347,NUS Business School,"Analytics andOperations",DOS4811,Data Visualisation,S - SA1 - 5085,20,20,,,
2348,NUS Business School,"Analytics andOperations",DOS4811,Data Visualisation,S - SA2 - 5089,20,20,,,
2349,NUS Business School,"Analytics andOperations",DOS5101,"Supply Chain Coordination and RiskManagement",S - SA1 - 12455,,45,,,
2350,NUS Business School,"Analytics andOperations",DOS5101A,Managing the Financial Supply Chain,S - SA1 - 13304,,,,,
2351,NUS Business School,"Analytics andOperations",DOS5102,Analytical Tools for Consulting,S - SA1 - 12456,,40,,,
2352,NUS Business School,"Analytics andOperations",DOS5104,Sustainable Supply Chains,S - SA1 - 12457,,45,,,
2353,NUS Business School,"Analytics andOperations",DSC1007X,"Business Analytics - Models &Decisions",L - LQ1 - 5187,10,,,,
2354,NUS Business School,"Analytics andOperations",DSC2006,Operations Management,L - LF1 - 5192,15,,,,
2355,NUS Business School,"Analytics andOperations",DSC2006,Operations Management,L - LF2 - 5198,15,,,,
2356,NUS Business School,"Analytics andOperations",DSC2008,Business Analytics - Data & Decisions,L - L1 - 5207,10,,,,
2357,NUS Business School,"Analytics andOperations",DSC2008,Business Analytics - Data & Decisions,L - L2 - 5210,10,,,,
2358,NUS Business School,Analytics andOperations,DSC3201,Supply Chain Management,S - SA1 - 5217,5,,,,
2359,NUS Business School,"Analytics andOperations",DSC3202,Purchasing And Materials Management,S - SA1 - 5224,5,,,,
2360,NUS Business School,"Analytics andOperations",DSC3203,Service Operations Management,S - SA1 - 5233,5,,,,
2361,NUS Business School,"Analytics andOperations",DSC3203,Service Operations Management,S - SA2 - 5235,5,,,,
2362,NUS Business School,"Analytics andOperations",DSC3214,Introduction To Optimisation,S - SA1 - 5238,5,,,,
2363,NUS Business School,"Analytics andOperations",DSC3215,Stochastic Models In Management,S - SA1 - 5243,5,,,,
2364,NUS Business School,"Analytics andOperations",DSC3216,Predictive Analytics in Business,S - SA1 - 5246,5,,,,
2365,NUS Business School,"Analytics andOperations",DSC3216,Predictive Analytics in Business,S - SA2 - 12458,5,,,,
2366,NUS Business School,"Analytics andOperations",DSC3224,"Dynamic Pricing & RevenueManagement",S - SA1 - 12459,5,,,,
2367,NUS Business School,"Analytics andOperations",DSC3226,Sustainable Operations Management,S - SA1 - 5248,5,,,,
2368,NUS Business School,"Analytics andOperations",DSC4211G,SIOSCM: Service Design,S - SA1 - 5255,10,,,,
2369,NUS Business School,"Analytics andOperations",DSC4213,Analytical Tools for Consulting,S - SA1 - 5257,10,,,,
2370,NUS Business School,"Analytics andOperations",DSC4215,Data Visualisation,S - SA1 - 5262,10,,,,
2371,NUS Business School,"Analytics andOperations",DSC4215,Data Visualisation,S - SA2 - 5265,10,,,,
2372,NUS Business School,"Analytics andOperations",DSC4217,Business Analytics with R,S - SA1 - 13643,10,,,,
2373,NUS Business School,"Analytics andOperations",DSC5221A,Managing the Financial Supply Chain,S - SA1 - 5273,,49,,,0
2374,NUS Business School,"Analytics andOperations",IND5021,Managing the Digital Supply Chain,L - L1 - 12587,,14,,,6
2375,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SF1 - 12222,,0,,,
2376,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SF1A - 12223,,0,,,
2377,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SF2 - 12224,,0,,,
2378,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SF2A - 12225,,0,,,
2379,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SP1 - 3706,,50,,,
2380,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SP1A - 12112,,5,,,
2381,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SP2 - 11653,,50,,,
2382,NUS Business School,BIZ Dean's Office,BMA5001,MANAGERIAL ECONOMICS,S - SP2A - 12113,,6,,,
2383,NUS Business School,BIZ Dean's Office,BMA5003,FINANCIAL ACCOUNTING,S - SF1 - 12226,,2,,,
2384,NUS Business School,BIZ Dean's Office,BMA5003,FINANCIAL ACCOUNTING,S - SF1A - 12227,,1,,,
2385,NUS Business School,BIZ Dean's Office,BMA5003,FINANCIAL ACCOUNTING,S - SF2 - 12228,,1,,,
2386,NUS Business School,BIZ Dean's Office,BMA5003,FINANCIAL ACCOUNTING,S - SF2A - 12229,,0,,,
2387,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SF1 - 12230,,0,,,
2388,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SF1A - 12231,,0,,,
2389,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SF2 - 12232,,1,,,
2390,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SF2A - 12233,,0,,,
2391,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SP1 - 11118,,46,,,
2392,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SP1A - 12114,,9,,,
2393,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SP2 - 11654,,50,,,
2394,NUS Business School,BIZ Dean's Office,BMA5008,FINANCIAL MANAGEMENT,S - SP2A - 12115,,6,,,
2395,NUS Business School,BIZ Dean's Office,BMA5016,Leading with Impact,S - SF1 - 12237,,0,,,
2396,NUS Business School,BIZ Dean's Office,BMA5016,Leading with Impact,S - SF1A - 12238,,0,,,
2397,NUS Business School,BIZ Dean's Office,BMA5016,Leading with Impact,S - SF2 - 12239,,0,,,
2398,NUS Business School,BIZ Dean's Office,BMA5017,Managerial Operations and Analytics,S - SP1 - 3733,,39,,,
2399,NUS Business School,BIZ Dean's Office,BMA5104,GLOBAL STRATEGIC MANAGEMENT,S - SP1 - 11655,,37,,0,
2400,NUS Business School,BIZ Dean's Office,BMA5112,Asian Business Environments,S - SP1 - 11120,,40,,0,
2401,NUS Business School,BIZ Dean's Office,BMA5128,Venture Capital,S - SP1 - 3741,,40,,0,
2402,NUS Business School,BIZ Dean's Office,BMA5132,Emerging Tech and the Value of Data,S - SP1 - 3750,,40,,0,
2403,NUS Business School,BIZ Dean's Office,BMA5302,"INVESTMENT ANALYSIS ANDMANAGEMENT",S - SP1 - 11121,,40,,0,
2404,NUS Business School,BIZ Dean's Office,BMA5313,PRIVATE EQUITY,S - SP1 - 3765,,40,,0,
2405,NUS Business School,BIZ Dean's Office,BMA5428,Strategic Foresight,S - SF1 - 3783,,36,,0,
2406,NUS Business School,BIZ Dean's Office,BMA5502,"Understanding & InfluencingConsumers",S - SP1 - 11122,,41,,0,
2407,NUS Business School,BIZ Dean's Office,BMA5533,Marketing in the Digital Age,S - SP1 - 11123,,33,,0,
2408,NUS Business School,BIZ Dean's Office,BMC5001A,Leadership,L - LL1 - 4261,,60,,,
2409,NUS Business School,BIZ Dean's Office,BMC5001A,Leadership,L - LL2 - 4264,,60,,,
2410,NUS Business School,BIZ Dean's Office,BMC5002A,Corporate Strategy,L - LL1 - 4272,,60,,,
2411,NUS Business School,BIZ Dean's Office,BMC5002A,Corporate Strategy,L - LL2 - 4274,,60,,,
2412,NUS Business School,BIZ Dean's Office,BMC5002B,Contemporary Issues in Strategy,L - LL1 - 4279,,60,,,
2413,NUS Business School,BIZ Dean's Office,BMC5002B,Contemporary Issues in Strategy,L - LL2 - 4282,,60,,,
2414,NUS Business School,BIZ Dean's Office,BMC5003B,Information Management,L - LL1 - 4285,,60,,,
2415,NUS Business School,BIZ Dean's Office,BMC5003B,Information Management,L - LL2 - 4288,,60,,,
2416,NUS Business School,BIZ Dean's Office,BMC5004B,Asian Markets and Industries,L - LL1 - 12835,,60,,,
2417,NUS Business School,BIZ Dean's Office,BMC5005A,International Business,L - LL1 - 4291,,60,,,
2418,NUS Business School,BIZ Dean's Office,BMC5005A,International Business,L - LL2 - 4293,,60,,,
2419,NUS Business School,BIZ Dean's Office,BMC5005B,International Business Law,L - LL1 - 12836,,60,,,
2420,NUS Business School,BIZ Dean's Office,BMC5007B,Financial Management,L - LL1 - 4298,,60,,,
2421,NUS Business School,BIZ Dean's Office,BMC5007B,Financial Management,L - LL2 - 4301,,60,,,
2422,NUS Business School,BIZ Dean's Office,BMC5008A,"Organizational Behavior and HumanResource Management",L - LL1 - 12837,,60,,,
2423,NUS Business School,BIZ Dean's Office,BMC5009B,Supply Chain Management,L - LL1 - 4303,,60,,,
2424,NUS Business School,BIZ Dean's Office,BMC5009B,Supply Chain Management,L - LL2 - 4306,,60,,,
2425,NUS Business School,BIZ Dean's Office,BMC5010A,Corporate Finance,L - LL1 - 4308,,60,,,
2426,NUS Business School,BIZ Dean's Office,BMC5010A,Corporate Finance,L - LL2 - 4312,,60,,,
2427,NUS Business School,BIZ Dean's Office,BMC5021,"Leadership: exploration, assessment &development",S - SS1 - 12838,,70,,,
2428,NUS Business School,BIZ Dean's Office,BMC5022,Strategy,S - SS1 - 4314,,60,,,
2429,NUS Business School,BIZ Dean's Office,BMC5023,Business analytics and decision making,S - SS1 - 12839,,70,,,
2430,NUS Business School,BIZ Dean's Office,BMC5024,Asia and global economy,S - SS1 - 12697,,70,,,
2431,NUS Business School,BIZ Dean's Office,BMC5027,"Accounting and informationmanagement",S - SS1 - 12840,,70,,,
2432,NUS Business School,BIZ Dean's Office,BMC5032,Economic analysis for managers,S - SS1 - 4321,,60,,,
2433,NUS Business School,BIZ Dean's Office,BMC5033,Managing creativity and innovation,S - SS1 - 4323,,60,,,
2434,NUS Business School,BIZ Dean's Office,BMC5033,Managing creativity and innovation,S - SS2 - 4327,,60,,,
2435,NUS Business School,BIZ Dean's Office,BMC5035A,Special topics 2A,S - SS1 - 4329,,60,,,
2436,NUS Business School,BIZ Dean's Office,BMC5035A,Special topics 2A,S - SS2 - 4330,,60,,,
2437,NUS Business School,BIZ Dean's Office,BMC5035B,Special topics 2B,S - SS1 - 4333,,60,,,
2438,NUS Business School,BIZ Dean's Office,BMC5035B,Special topics 2B,S - SS2 - 4335,,60,,,
2439,NUS Business School,BIZ Dean's Office,BMC5035C,Special topics 2C,S - SS1 - 4336,,60,,,
2440,NUS Business School,BIZ Dean's Office,BMC5035C,Special topics 2C,S - SS2 - 4338,,60,,,
2441,NUS Business School,BIZ Dean's Office,BMC5035D,Special topics 2D,S - SS1 - 4342,,60,,,
2442,NUS Business School,BIZ Dean's Office,BMC5035D,Special topics 2D,S - SS2 - 4346,,60,,,
2443,NUS Business School,BIZ Dean's Office,BMC5038,Managing organizations and change,S - SS1 - 4354,,60,,,
2444,NUS Business School,BIZ Dean's Office,BMC5038,Managing organizations and change,S - SS2 - 4355,,60,,,
2445,NUS Business School,BIZ Dean's Office,BMK5200,Pricing Analytics,S - SL01 - 4397,,55,,,
2446,NUS Business School,BIZ Dean's Office,BMK5201,Customer Relationship Management,S - S01 - 12099,,50,,,
2447,NUS Business School,BIZ Dean's Office,BMK5201,Customer Relationship Management,S - S02 - 12100,,50,,,
2448,NUS Business School,BIZ Dean's Office,BMK5300A,"Experiential Learning: IndustryInternship",S - SL01 - 4402,,55,,,
2449,NUS Business School,BIZ Dean's Office,BMK5300B,"Experiential Learning: MarketingAnalytics Project",S - SL01 - 4404,,55,,,
2450,NUS Business School,BIZ Dean's Office,BMK5300C,"Experiential Learning: Applied FacultyProject",S - SL01 - 4405,,55,,,
2451,NUS Business School,BIZ Dean's Office,BMM5003,"Business Finance & Growth Economicsfor Policy Makers",L - L1 - 4407,,80,,,
2452,NUS Business School,BIZ Dean's Office,BMS5108,"Macroeconomics and Finance:Perspectives from Asia",S - S01 - 11151,,30,,1,
2453,NUS Business School,BIZ Dean's Office,BMS5111,Legal Issues in Business,S - S01 - 11152,,28,,0,
2454,NUS Business School,BIZ Dean's Office,BMS5113,Venture Capital,S - S01 - 11153,,36,,3,
2455,NUS Business School,BIZ Dean's Office,BMS5114,Asian Business Environment,S - S01 - 11154,,39,,0,
2456,NUS Business School,BIZ Dean's Office,BMS5114,Asian Business Environment,S - S02 - 11155,,36,,2,
2457,NUS Business School,BIZ Dean's Office,BMS5116,People Strategy,S - S01 - 11777,,27,,1,
2458,NUS Business School,BIZ Dean's Office,BMS5120,"Innovation and Strategies for EmergingMarkets",S - S01 - 12197,,23,,10,
2459,NUS Business School,BIZ Dean's Office,BMS5120,"Innovation and Strategies for EmergingMarkets",S - S02 - 12705,,37,,10,
2460,NUS Business School,BIZ Dean's Office,BMS5121,Digital Transformation,S - S01 - 12195,,39,,10,
2461,NUS Business School,BIZ Dean's Office,BMS5203,"The Knowledge & Innovation Economy4.0",S - S01 - 11157,,37,,0,0
2462,NUS Business School,BIZ Dean's Office,BMS5203,"The Knowledge & Innovation Economy4.0",S - S02 - 11158,,39,,1,
2463,NUS Business School,BIZ Dean's Office,BMS5304,"Selected Topics in Finance: PrivateEquity",S - S01 - 11159,,33,,0,
2464,NUS Business School,BIZ Dean's Office,BMS5310,"Financial Management of FamilyBusiness",S - S01 - 11161,,34,,0,
2465,NUS Business School,BIZ Dean's Office,BMS5312,Fintech Management,S - S01 - 11784,,33,,0,
2466,NUS Business School,BIZ Dean's Office,BMS5407,Workplace and Corporate Deviance,S - S01 - 11164,,48,,,
2467,NUS Business School,BIZ Dean's Office,BMS5411,"Judgment and Decision Making UnderUncertainty",S - S01 - 12198,,33,,11,
2468,NUS Business School,BIZ Dean's Office,BMS5502,Marketing Practice & Impact,S - S01 - 11785,,34,,10,
2469,NUS Business School,BIZ Dean's Office,BMS5504,"Marketing Analysis and DecisionMaking",S - S01 - 12689,,50,,,
2470,NUS Business School,BIZ Dean's Office,BMS5506,Consumer Behaviour,S - S01 - 11168,,36,,2,
